"First author","Study accession","Publication date",Journal,Title,"Reported trait",Trait(s),"Background trait(s)","Discovery sample number and ancestry","Replication sample number and ancestry","Association count","Summary statistics"
"Hosgood HD 3rd",GCST002739,2015-01-08,"Hum Genet","Interactions between household air pollution and GWAS-identified lung cancer susceptibility markers in the Female Lung Cancer Consortium in Asia (FLCCA).","Lung cancer (household air pollution interaction)","lung carcinoma, household air pollution measurement",'-,"3080 Asian unspecified",'-,0,NA
